Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Property_Area,Loan_Status
Male,Yes,2,Graduate,No,1310000,1070000,2400000,12,Urban,No
Female,No,3,Graduate,No,880000,1680000,8500000,24,Semiurban,No
Male,No,1,Graduate,No,620000,1930000,4600000,300,Urban,Yes
Female,Yes,4,Graduate,No,1380000,560000,9700000,180,Urban,No
Female,Yes,2,Graduate,Yes,760000,1010000,9200000,240,Urban,Yes
Female,No,2,Graduate,No,1630000,1750000,4500000,120,Semiurban,Yes
Male,Yes,3,Graduate,No,760000,920000,1900000,240,Urban,Yes
Female,Yes,3,Graduate,No,1230000,1730000,1600000,360,Rural,Yes
Female,Yes,3,Not Graduate,No,830000,670000,2300000,120,Rural,Yes
Female,No,2,Not Graduate,Yes,1850000,1940000,1700000,240,Urban,No
Female,No,1,Not Graduate,Yes,1070000,1140000,3700000,60,Rural,Yes
Female,No,1,Graduate,Yes,1850000,1550000,9800000,120,Urban,No
Female,No,4,Not Graduate,No,930000,1660000,1100000,120,Rural,No
Female,Yes,3,Not Graduate,No,1510000,510000,4800000,120,Semiurban,Yes
Male,Yes,4,Graduate,No,820000,1860000,2200000,36,Rural,Yes
Female,No,2,Graduate,No,1060000,1180000,6500000,120,Urban,No
Female,No,2,Not Graduate,Yes,1530000,870000,5200000,180,Rural,No
Female,Yes,2,Not Graduate,No,500000,1830000,2900000,240,Urban,Yes
Male,No,4,Not Graduate,Yes,1410000,920000,6500000,60,Semiurban,No
Male,No,3,Not Graduate,No,1190000,1450000,8000000,36,Urban,Yes
Female,No,4,Graduate,Yes,1280000,1340000,3800000,300,Urban,Yes
Male,No,4,Graduate,Yes,1540000,1430000,8900000,120,Urban,No
Female,No,2,Not Graduate,Yes,680000,1850000,7500000,240,Semiurban,No
Female,No,2,Not Graduate,Yes,1660000,1360000,3400000,300,Urban,Yes
Male,No,1,Not Graduate,Yes,670000,1330000,8400000,360,Urban,No
Female,Yes,3,Not Graduate,No,1030000,870000,6300000,180,Urban,No
Male,Yes,3,Graduate,No,1880000,1100000,6100000,240,Semiurban,Yes
Male,Yes,3,Graduate,Yes,1770000,1870000,6700000,300,Urban,Yes
Male,No,4,Not Graduate,Yes,860000,1690000,5100000,180,Semiurban,Yes
Female,Yes,2,Graduate,No,760000,1740000,4300000,180,Semiurban,No
Female,Yes,2,Not Graduate,Yes,610000,610000,9000000,24,Semiurban,No
Female,Yes,1,Not Graduate,No,1570000,1020000,2000000,120,Urban,Yes
Female,Yes,4,Not Graduate,Yes,510000,610000,7300000,36,Semiurban,Yes
Female,No,3,Graduate,No,500000,700000,7700000,24,Rural,No
Female,Yes,4,Graduate,Yes,560000,1690000,9600000,120,Rural,No
Female,Yes,2,Not Graduate,No,650000,720000,9900000,180,Rural,Yes
Male,Yes,1,Not Graduate,No,1040000,1590000,2400000,36,Semiurban,Yes
Female,Yes,4,Graduate,Yes,1270000,650000,2200000,240,Semiurban,No
Female,No,2,Graduate,No,1210000,1910000,8500000,36,Urban,No
Female,No,4,Not Graduate,Yes,1660000,1090000,3400000,36,Semiurban,Yes
Male,Yes,2,Not Graduate,No,820000,1370000,4000000,180,Urban,No
Male,Yes,4,Not Graduate,No,1080000,640000,8200000,360,Urban,No
Male,Yes,3,Not Graduate,No,1980000,1150000,2900000,24,Urban,No
Female,Yes,4,Graduate,Yes,1010000,970000,4900000,180,Urban,Yes
Male,No,4,Graduate,Yes,810000,640000,4400000,120,Rural,No
Male,No,3,Graduate,Yes,1160000,760000,800000,60,Semiurban,Yes
Female,Yes,4,Graduate,No,1840000,1150000,7000000,24,Rural,Yes
Female,No,2,Graduate,Yes,930000,800000,9800000,300,Rural,Yes
Female,No,2,Graduate,No,1940000,1430000,3000000,36,Semiurban,No
Male,Yes,2,Not Graduate,Yes,1820000,980000,7900000,60,Urban,No
Female,Yes,2,Graduate,No,1410000,1270000,7400000,360,Rural,Yes
Female,No,2,Not Graduate,Yes,1020000,1600000,4200000,360,Urban,Yes
Female,No,3,Graduate,Yes,540000,1580000,8700000,180,Rural,Yes
Female,No,3,Graduate,No,1890000,600000,8700000,36,Rural,Yes
Female,Yes,4,Graduate,Yes,550000,1110000,7900000,240,Urban,No
Female,Yes,2,Graduate,Yes,1220000,550000,5900000,24,Semiurban,No
Male,Yes,4,Not Graduate,Yes,980000,1350000,6100000,240,Rural,No
Female,Yes,2,Not Graduate,No,600000,830000,6600000,60,Urban,Yes
Male,No,4,Not Graduate,No,1890000,630000,7400000,180,Rural,Yes
Male,Yes,3,Graduate,Yes,1420000,780000,9700000,360,Semiurban,No
Female,No,2,Graduate,Yes,1710000,1830000,1800000,240,Rural,Yes
Male,No,3,Graduate,No,1060000,680000,7800000,300,Semiurban,No
Male,No,4,Not Graduate,No,1090000,1000000,9400000,360,Urban,No
Male,No,3,Not Graduate,No,1750000,1250000,4500000,120,Urban,Yes
Female,Yes,3,Graduate,No,1170000,690000,9900000,12,Urban,No
Male,No,3,Graduate,No,1890000,1830000,4900000,300,Semiurban,No
Male,No,1,Not Graduate,No,730000,1010000,5400000,60,Urban,Yes
Male,Yes,4,Graduate,Yes,1780000,900000,6300000,180,Semiurban,Yes
Male,No,4,Not Graduate,No,1010000,1240000,5600000,240,Semiurban,No
Female,Yes,2,Graduate,No,1090000,500000,4000000,120,Semiurban,Yes
Female,Yes,2,Not Graduate,Yes,780000,1990000,7800000,360,Rural,Yes
Male,Yes,2,Not Graduate,Yes,1020000,530000,3000000,12,Urban,Yes
Female,Yes,3,Not Graduate,No,1220000,890000,1400000,300,Semiurban,No
Female,No,4,Not Graduate,Yes,990000,1280000,8800000,240,Urban,No
Male,Yes,3,Not Graduate,No,1930000,1440000,8900000,36,Semiurban,Yes
Female,No,4,Graduate,Yes,1730000,1710000,6300000,12,Semiurban,No
Female,No,3,Graduate,Yes,1170000,1570000,6800000,12,Urban,No
Male,Yes,2,Not Graduate,Yes,1350000,1510000,8600000,12,Rural,Yes
Male,No,3,Not Graduate,Yes,1720000,1330000,1600000,360,Semiurban,Yes
Female,No,1,Graduate,No,760000,1130000,8100000,60,Semiurban,No
Female,No,2,Not Graduate,Yes,1980000,500000,800000,120,Rural,No
Female,Yes,1,Not Graduate,Yes,1660000,1470000,9500000,180,Semiurban,No
Female,No,1,Not Graduate,Yes,1730000,1970000,1300000,12,Rural,Yes
Male,Yes,2,Not Graduate,No,750000,880000,3200000,300,Urban,No
Male,Yes,1,Graduate,Yes,630000,1800000,5600000,12,Urban,Yes
Male,Yes,1,Graduate,No,550000,1280000,7900000,180,Urban,Yes
Male,No,4,Graduate,No,1970000,1960000,4600000,60,Semiurban,Yes
Male,No,3,Graduate,Yes,1990000,1050000,7800000,24,Rural,No
Female,No,1,Not Graduate,Yes,1600000,1930000,3100000,180,Rural,Yes
Female,Yes,3,Graduate,No,1710000,1260000,3200000,24,Rural,No
Male,No,1,Graduate,No,1650000,1360000,1400000,300,Semiurban,No
Male,Yes,2,Graduate,Yes,1890000,700000,3200000,180,Urban,Yes
Male,Yes,2,Not Graduate,No,1820000,1780000,700000,180,Semiurban,Yes
Female,No,4,Not Graduate,Yes,1870000,1300000,1900000,24,Rural,Yes
Female,No,2,Graduate,Yes,1130000,1320000,5100000,360,Rural,No
Female,Yes,4,Graduate,Yes,1440000,1850000,8500000,120,Semiurban,No
Male,Yes,2,Not Graduate,No,1860000,1490000,3100000,240,Rural,Yes
Male,No,3,Not Graduate,Yes,1100000,530000,9100000,36,Rural,No
Male,No,1,Graduate,Yes,560000,1720000,5900000,360,Urban,Yes
Male,No,1,Graduate,Yes,1170000,1900000,3200000,60,Rural,No
Male,Yes,4,Graduate,Yes,1120000,1970000,3100000,360,Urban,Yes
Female,No,2,Not Graduate,Yes,1090000,540000,8700000,12,Semiurban,No
Male,No,3,Graduate,Yes,600000,1730000,7800000,360,Rural,Yes
Female,Yes,3,Graduate,Yes,1810000,680000,8200000,24,Rural,Yes
Female,Yes,2,Graduate,Yes,1170000,1300000,2200000,24,Rural,No
Female,No,1,Graduate,No,990000,890000,500000,360,Semiurban,No
Female,No,2,Graduate,No,550000,1480000,7000000,24,Rural,Yes
Female,No,1,Not Graduate,No,1720000,1120000,2200000,240,Semiurban,No
Male,Yes,2,Not Graduate,Yes,920000,1600000,5300000,300,Urban,Yes
Male,No,1,Not Graduate,No,1210000,1370000,9200000,12,Rural,Yes
Male,Yes,4,Not Graduate,Yes,1310000,750000,8900000,180,Rural,No
Female,No,3,Not Graduate,No,1490000,1210000,8200000,120,Semiurban,Yes
Female,Yes,2,Not Graduate,No,1480000,1570000,4800000,240,Semiurban,No
Female,No,1,Not Graduate,Yes,1580000,860000,5900000,120,Rural,Yes
Female,No,1,Not Graduate,No,1400000,1590000,1600000,60,Rural,Yes
Female,No,1,Not Graduate,No,960000,1730000,8500000,24,Semiurban,No
Female,Yes,4,Graduate,Yes,1780000,620000,3800000,12,Rural,No
Male,Yes,1,Graduate,No,1230000,1900000,2900000,36,Semiurban,No
Female,Yes,3,Not Graduate,No,1860000,1690000,6200000,240,Urban,Yes
Female,Yes,4,Not Graduate,Yes,1220000,1800000,6400000,180,Semiurban,No
Male,No,1,Graduate,No,1150000,1860000,4900000,240,Rural,Yes
Female,Yes,3,Graduate,Yes,1210000,840000,9900000,300,Rural,No
Male,Yes,1,Graduate,No,1160000,950000,800000,300,Rural,No
Male,No,3,Not Graduate,No,1350000,1270000,6000000,60,Semiurban,Yes
Male,Yes,3,Graduate,No,580000,710000,2900000,60,Urban,No
Female,No,1,Not Graduate,Yes,750000,1730000,6000000,12,Rural,No
Male,Yes,3,Not Graduate,Yes,1000000,1770000,4000000,120,Semiurban,Yes
Male,Yes,2,Graduate,No,1730000,1110000,3800000,12,Urban,No
Female,No,1,Not Graduate,No,1310000,1700000,6300000,180,Rural,No
Male,No,2,Graduate,Yes,1830000,1890000,4100000,60,Urban,No
Female,No,3,Graduate,No,560000,980000,4200000,300,Urban,No
Female,No,4,Graduate,Yes,1740000,570000,4900000,120,Semiurban,Yes
Male,Yes,4,Graduate,Yes,1320000,740000,2600000,240,Urban,No
Female,Yes,3,Graduate,Yes,530000,570000,8000000,180,Urban,Yes
Female,No,2,Graduate,No,1190000,950000,7100000,180,Rural,No
Male,No,1,Graduate,Yes,1230000,1490000,6600000,300,Urban,No
Male,Yes,4,Graduate,Yes,1530000,740000,800000,24,Semiurban,No
Male,No,2,Not Graduate,No,880000,1360000,5200000,240,Urban,No
Male,Yes,4,Graduate,Yes,660000,580000,1200000,120,Semiurban,Yes
Female,No,4,Not Graduate,No,720000,900000,3600000,36,Rural,No
Male,No,3,Graduate,No,1230000,1440000,7300000,36,Rural,No
Male,No,1,Not Graduate,No,1230000,1000000,2700000,120,Rural,Yes
Male,No,2,Graduate,No,630000,1780000,6200000,24,Rural,Yes
Female,Yes,2,Not Graduate,No,640000,1480000,4300000,240,Urban,No
Female,No,1,Not Graduate,No,1130000,1150000,8200000,180,Urban,Yes
Female,Yes,2,Not Graduate,Yes,1760000,1510000,2300000,60,Rural,Yes
Female,No,4,Not Graduate,No,1570000,1030000,9100000,300,Urban,No
Female,No,1,Graduate,No,900000,630000,6300000,120,Semiurban,No
Male,Yes,4,Not Graduate,No,1940000,1690000,6100000,240,Semiurban,Yes
Female,No,4,Not Graduate,Yes,1760000,610000,2500000,300,Rural,No
Female,Yes,4,Graduate,Yes,1550000,690000,1500000,300,Urban,No
Female,No,1,Not Graduate,No,770000,780000,4000000,180,Urban,No
Male,Yes,2,Graduate,No,1530000,810000,4500000,360,Urban,No
Male,No,4,Graduate,Yes,800000,1160000,4400000,300,Rural,Yes
Female,No,1,Not Graduate,No,500000,1480000,1500000,120,Semiurban,Yes
Male,No,1,Graduate,No,1310000,1810000,9300000,24,Urban,No
Female,No,3,Graduate,Yes,1990000,990000,6000000,360,Semiurban,No
Male,No,3,Graduate,Yes,1080000,590000,8400000,360,Semiurban,Yes
Male,Yes,3,Not Graduate,Yes,1530000,1470000,9200000,120,Rural,No
Female,Yes,2,Not Graduate,Yes,810000,1010000,2800000,300,Rural,No
Male,Yes,2,Not Graduate,Yes,730000,890000,7900000,12,Rural,Yes
Female,No,2,Not Graduate,No,1840000,1560000,4800000,300,Rural,Yes
Female,No,2,Not Graduate,No,810000,1010000,9200000,24,Urban,Yes
Female,No,4,Graduate,Yes,1350000,860000,2100000,24,Rural,No
Male,Yes,1,Graduate,Yes,1360000,1260000,6400000,60,Semiurban,No
Male,Yes,1,Not Graduate,No,1110000,1100000,4100000,36,Semiurban,No
Female,Yes,3,Not Graduate,No,860000,1780000,2200000,360,Urban,No
Female,No,1,Graduate,Yes,1780000,1980000,9300000,36,Urban,Yes
Male,No,2,Graduate,No,650000,1650000,5600000,360,Urban,No
Female,Yes,1,Graduate,No,1570000,690000,1200000,120,Rural,No
Male,Yes,4,Not Graduate,No,950000,1150000,6800000,300,Semiurban,Yes
Male,Yes,4,Graduate,No,790000,750000,4300000,240,Urban,No
Male,Yes,3,Not Graduate,Yes,1560000,1900000,8400000,300,Semiurban,Yes
Female,No,2,Not Graduate,No,1570000,1900000,3300000,360,Semiurban,No
Female,Yes,1,Graduate,No,1680000,1000000,7700000,24,Urban,Yes
Male,No,3,Graduate,No,560000,1790000,1100000,360,Rural,No
Female,No,1,Not Graduate,Yes,1920000,530000,8200000,12,Semiurban,Yes
Female,No,3,Not Graduate,No,1200000,1840000,2900000,300,Semiurban,No
Male,No,3,Graduate,Yes,650000,970000,4100000,60,Rural,No
Male,No,4,Graduate,Yes,1250000,1990000,8700000,60,Rural,Yes
Female,No,4,Not Graduate,No,1840000,1210000,7000000,60,Urban,Yes
Male,Yes,4,Graduate,Yes,870000,1840000,2300000,180,Rural,No
Female,Yes,3,Not Graduate,Yes,1020000,1380000,7000000,120,Semiurban,No
Male,Yes,4,Graduate,Yes,1580000,860000,9200000,180,Urban,No
Male,Yes,4,Graduate,Yes,1160000,1270000,7800000,120,Rural,Yes
Female,No,2,Not Graduate,No,580000,950000,5400000,120,Rural,Yes
Female,Yes,1,Graduate,No,1620000,520000,6000000,120,Urban,No
Female,No,1,Graduate,Yes,630000,1150000,1700000,24,Semiurban,Yes
Female,Yes,2,Not Graduate,No,1060000,870000,500000,120,Rural,No
Female,Yes,2,Not Graduate,Yes,610000,1270000,1900000,36,Semiurban,No
Male,No,4,Graduate,Yes,1560000,1230000,5700000,360,Urban,Yes
Male,No,4,Not Graduate,No,1190000,1530000,1100000,180,Semiurban,No
Female,Yes,1,Graduate,Yes,1910000,1010000,8400000,12,Semiurban,No
Male,Yes,2,Not Graduate,No,1090000,720000,1100000,360,Urban,Yes
Female,No,2,Not Graduate,No,960000,1370000,8600000,300,Semiurban,No
Male,No,4,Not Graduate,Yes,1850000,1680000,9600000,360,Rural,Yes
Male,No,1,Graduate,No,620000,1730000,6700000,180,Semiurban,No
Female,No,3,Graduate,No,1780000,1850000,1800000,24,Urban,Yes
Female,No,2,Graduate,No,1240000,1050000,8500000,36,Urban,No
Female,No,1,Not Graduate,No,800000,1080000,2700000,300,Semiurban,Yes
Male,No,1,Not Graduate,Yes,910000,1750000,6100000,360,Semiurban,No
Female,No,1,Graduate,No,850000,710000,2700000,360,Urban,No
Female,No,2,Graduate,Yes,1160000,1530000,2800000,12,Urban,No
Female,No,3,Not Graduate,No,560000,790000,8900000,360,Rural,Yes
Female,Yes,4,Graduate,Yes,1050000,500000,9000000,360,Rural,Yes
Female,No,3,Graduate,Yes,1870000,1750000,9400000,24,Rural,No
Female,No,1,Graduate,Yes,620000,560000,4000000,12,Rural,Yes
Male,Yes,2,Not Graduate,No,1570000,880000,5900000,12,Rural,Yes
Male,No,2,Graduate,Yes,730000,520000,3300000,36,Rural,No
Male,Yes,3,Not Graduate,Yes,1670000,1200000,7500000,12,Semiurban,Yes
Male,No,3,Graduate,Yes,1370000,1360000,6000000,60,Rural,No
Female,Yes,2,Graduate,No,1650000,1390000,8500000,60,Rural,Yes
Female,No,3,Not Graduate,No,1330000,1890000,1500000,300,Urban,Yes
Male,Yes,4,Not Graduate,No,600000,1020000,5900000,180,Urban,Yes
Male,Yes,4,Not Graduate,Yes,670000,820000,2900000,24,Urban,Yes
Male,No,4,Graduate,Yes,1960000,1710000,4500000,120,Urban,Yes
Female,No,1,Graduate,Yes,1990000,1220000,5200000,360,Rural,Yes
Female,Yes,3,Graduate,Yes,960000,1720000,5500000,36,Rural,No
Female,Yes,2,Graduate,No,1920000,1120000,1200000,24,Urban,Yes
Male,Yes,1,Graduate,No,690000,1020000,800000,24,Rural,No
Male,No,2,Graduate,Yes,1790000,850000,4100000,180,Urban,No
Male,Yes,3,Not Graduate,No,1550000,1240000,7700000,240,Semiurban,No
Male,Yes,3,Not Graduate,No,1550000,510000,8200000,300,Semiurban,No
Male,Yes,1,Graduate,No,1630000,570000,5200000,12,Semiurban,No
Female,Yes,1,Not Graduate,No,560000,1040000,1800000,36,Urban,No
Female,No,4,Not Graduate,No,670000,650000,2700000,60,Semiurban,Yes
Female,No,1,Graduate,No,1150000,620000,3700000,300,Urban,Yes
Female,Yes,4,Not Graduate,Yes,830000,1800000,8600000,24,Urban,No
Female,No,1,Graduate,Yes,1910000,1190000,4600000,180,Rural,Yes
Male,No,4,Not Graduate,No,1340000,1250000,7800000,60,Urban,No
Female,Yes,3,Graduate,No,1940000,610000,8100000,300,Semiurban,Yes
Male,Yes,2,Not Graduate,No,1600000,730000,2800000,12,Semiurban,No
Female,No,3,Not Graduate,Yes,580000,1090000,6800000,12,Semiurban,Yes
Male,No,4,Graduate,Yes,1990000,1620000,2800000,360,Urban,Yes
Male,Yes,3,Graduate,No,1340000,1000000,5200000,60,Rural,Yes
Male,Yes,1,Not Graduate,Yes,1360000,860000,5200000,24,Rural,No
Male,Yes,1,Graduate,No,1400000,960000,7100000,60,Rural,No
Male,Yes,2,Not Graduate,Yes,980000,1710000,8800000,180,Semiurban,No
Male,Yes,2,Graduate,Yes,540000,1160000,700000,36,Urban,No
Female,No,3,Not Graduate,Yes,1010000,1960000,1400000,12,Rural,No
Male,Yes,2,Not Graduate,Yes,1330000,1970000,9400000,360,Urban,Yes
Male,Yes,1,Graduate,No,1080000,680000,6400000,240,Rural,Yes
Female,Yes,1,Graduate,No,720000,1140000,8400000,24,Rural,Yes
Male,Yes,1,Not Graduate,No,540000,1280000,800000,360,Rural,No
Female,No,4,Graduate,Yes,730000,1840000,5400000,60,Urban,No
Female,No,4,Not Graduate,Yes,850000,1850000,6800000,180,Rural,Yes
Male,No,3,Graduate,Yes,780000,1490000,3700000,300,Urban,Yes
Male,No,4,Graduate,Yes,1290000,850000,4000000,60,Rural,No
Female,No,2,Graduate,Yes,520000,1120000,6100000,120,Urban,No
Male,No,1,Graduate,No,1370000,1360000,3800000,240,Semiurban,No
Female,Yes,3,Not Graduate,No,1870000,720000,7800000,120,Rural,No
Male,Yes,4,Graduate,Yes,1990000,500000,9100000,60,Rural,No
Female,Yes,3,Not Graduate,No,1590000,1370000,4900000,360,Urban,No
Male,No,3,Not Graduate,No,1750000,540000,6600000,240,Semiurban,Yes
Male,No,2,Not Graduate,No,1830000,1990000,2100000,24,Semiurban,Yes
Female,No,2,Graduate,Yes,1490000,1920000,7600000,12,Rural,No
Female,Yes,2,Not Graduate,No,1450000,1350000,9900000,360,Semiurban,No
Female,No,3,Not Graduate,Yes,1630000,1960000,6900000,36,Rural,Yes
Female,Yes,3,Graduate,Yes,610000,580000,8800000,360,Rural,No
Male,No,2,Graduate,Yes,1910000,1810000,7300000,180,Rural,Yes
Female,Yes,4,Not Graduate,No,960000,830000,3100000,24,Rural,No
Female,No,1,Graduate,No,1080000,740000,1800000,120,Urban,Yes
Male,Yes,2,Not Graduate,Yes,670000,1700000,6200000,180,Urban,Yes
Male,Yes,4,Not Graduate,No,1200000,1160000,9400000,240,Rural,No
Female,No,3,Not Graduate,Yes,530000,1670000,9900000,60,Rural,Yes
Male,No,3,Not Graduate,No,990000,1240000,600000,24,Rural,No
Female,Yes,4,Graduate,No,1310000,1600000,3200000,360,Urban,No
Male,No,4,Not Graduate,No,1190000,1150000,2600000,60,Urban,No
Female,No,3,Graduate,Yes,1310000,1890000,5800000,240,Urban,Yes
Male,Yes,3,Graduate,No,1920000,1770000,1200000,12,Semiurban,Yes
Female,Yes,3,Not Graduate,No,600000,1520000,5200000,36,Urban,Yes
Female,Yes,3,Not Graduate,Yes,610000,920000,6300000,300,Rural,Yes
Male,No,2,Not Graduate,No,810000,1230000,9000000,300,Semiurban,Yes
Male,Yes,3,Graduate,Yes,1010000,1170000,7900000,60,Rural,Yes
Female,No,3,Graduate,Yes,1400000,800000,500000,360,Urban,No
Female,No,4,Graduate,Yes,1520000,1700000,7400000,180,Semiurban,No
Male,Yes,4,Not Graduate,No,590000,1400000,9000000,360,Semiurban,No
Male,No,4,Not Graduate,No,950000,1470000,6800000,36,Semiurban,Yes
Male,No,3,Not Graduate,No,1930000,1370000,6000000,240,Semiurban,No
Male,Yes,4,Graduate,No,1150000,760000,7000000,180,Semiurban,No
Male,Yes,3,Graduate,Yes,610000,1360000,3000000,120,Rural,No
Male,No,3,Not Graduate,No,1150000,630000,1100000,180,Urban,No
Male,Yes,4,Not Graduate,No,1820000,1070000,8400000,12,Semiurban,Yes
Male,Yes,1,Graduate,Yes,850000,1810000,1700000,300,Semiurban,No
Male,No,2,Not Graduate,Yes,1990000,1450000,3600000,240,Semiurban,No
Female,Yes,2,Not Graduate,Yes,1750000,1250000,700000,300,Semiurban,Yes
Male,Yes,1,Not Graduate,Yes,1110000,1850000,2500000,12,Rural,Yes
Male,No,1,Graduate,Yes,1420000,1080000,3500000,240,Rural,No
Female,No,3,Graduate,No,1980000,740000,9200000,120,Rural,Yes
Female,No,4,Not Graduate,No,1200000,1990000,7500000,60,Rural,Yes
Female,Yes,2,Graduate,No,720000,1120000,4300000,240,Rural,No
Female,Yes,2,Graduate,Yes,650000,760000,7600000,240,Semiurban,Yes
Female,No,1,Not Graduate,No,1360000,1900000,7400000,24,Rural,Yes
Female,Yes,4,Not Graduate,No,1270000,1480000,1800000,12,Rural,Yes
Male,Yes,2,Not Graduate,No,1360000,1610000,8800000,180,Semiurban,No
Female,Yes,2,Not Graduate,No,910000,1030000,6400000,36,Urban,No
Female,Yes,3,Not Graduate,No,820000,580000,7000000,120,Urban,Yes
Female,No,3,Graduate,Yes,1980000,1170000,8200000,12,Semiurban,No
Male,No,3,Graduate,Yes,1840000,600000,9300000,360,Semiurban,Yes
Female,Yes,2,Graduate,Yes,1620000,760000,2200000,36,Urban,Yes
Male,Yes,2,Graduate,No,570000,1290000,1200000,120,Semiurban,Yes
Female,Yes,3,Graduate,No,630000,1450000,7400000,180,Semiurban,No
Female,No,3,Not Graduate,No,1600000,1960000,3200000,12,Rural,Yes
Male,No,4,Not Graduate,No,770000,560000,7700000,360,Rural,No
Male,No,2,Not Graduate,No,1640000,1440000,2900000,36,Rural,No
Female,No,2,Not Graduate,No,900000,590000,7500000,60,Urban,Yes
Male,No,1,Graduate,Yes,510000,840000,3900000,36,Semiurban,Yes
Male,Yes,3,Not Graduate,Yes,1130000,900000,2000000,180,Semiurban,Yes
Female,Yes,3,Not Graduate,No,1650000,840000,8800000,12,Urban,Yes
Female,No,3,Not Graduate,Yes,1900000,890000,7500000,360,Semiurban,Yes
Female,No,2,Not Graduate,Yes,570000,1450000,2200000,24,Urban,Yes
Male,Yes,4,Not Graduate,No,1560000,1890000,2300000,24,Rural,Yes
Female,No,2,Graduate,Yes,1060000,1480000,600000,60,Urban,No
Female,Yes,1,Not Graduate,Yes,1620000,1150000,9700000,12,Urban,No
Male,No,1,Graduate,No,990000,1760000,9600000,36,Urban,No
Male,Yes,4,Graduate,No,600000,740000,8300000,180,Urban,Yes
Female,No,3,Not Graduate,Yes,1260000,1490000,5900000,12,Semiurban,No
Male,Yes,1,Graduate,No,970000,1550000,9800000,120,Urban,Yes
Female,Yes,2,Graduate,No,1230000,940000,7200000,120,Semiurban,Yes
Male,No,1,Not Graduate,No,890000,700000,1200000,60,Rural,Yes
Female,No,1,Graduate,No,750000,1230000,8700000,24,Rural,No
Male,No,4,Graduate,Yes,1370000,1390000,3400000,60,Semiurban,Yes
Male,No,4,Not Graduate,Yes,1460000,1180000,3000000,24,Semiurban,Yes
Male,No,2,Not Graduate,Yes,870000,1940000,7700000,36,Semiurban,No
Male,Yes,3,Not Graduate,Yes,680000,1990000,6600000,12,Rural,No
Female,No,4,Graduate,No,680000,600000,9600000,36,Rural,Yes
Male,No,4,Graduate,No,780000,1450000,7500000,12,Urban,Yes
Female,No,3,Graduate,Yes,1960000,890000,3700000,300,Urban,Yes
Male,No,1,Graduate,Yes,1260000,1080000,800000,12,Urban,No
Male,Yes,2,Not Graduate,No,1960000,1490000,1200000,12,Urban,No
Female,No,2,Not Graduate,No,860000,610000,3800000,240,Semiurban,Yes
Male,No,1,Graduate,Yes,1730000,1780000,7800000,24,Rural,No
Male,No,3,Graduate,No,900000,520000,4000000,60,Urban,No
Female,No,3,Graduate,No,510000,1660000,3300000,12,Urban,Yes
Male,Yes,4,Graduate,No,860000,1750000,7200000,180,Rural,No
Female,Yes,3,Not Graduate,No,1220000,890000,3900000,36,Urban,Yes
Male,Yes,2,Graduate,Yes,630000,1930000,3200000,36,Semiurban,No
Male,Yes,2,Not Graduate,Yes,1790000,1650000,2600000,360,Urban,Yes
Male,Yes,2,Not Graduate,Yes,1590000,820000,6200000,240,Urban,Yes
Female,No,3,Not Graduate,Yes,1090000,1330000,5500000,360,Rural,No
Male,Yes,1,Graduate,No,690000,1410000,3000000,360,Urban,Yes
Male,Yes,2,Not Graduate,No,1180000,1350000,1000000,360,Semiurban,No
